landing_id,source_data_point_id,first_batch_recommended,priority_score,risk_level,landing_action,suggested_module,domain_label,topic,source_title,source_page,required_fields,trigger_conditions,expected_behavior,test_suggestion
landing-rule-0201,data-point-0201,no,65,P0-影响金额,接入报价计算,pricing_calculation:material_or_rock_slab_adjustment,材质,3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木（费用收的白蜡木的价格）,售后设计问题总结260102,21,product_or_category | material | door_type | quote_note,售后设计问题总结260102有什么要求？ | 3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木（费用收的白蜡木的价格）怎么处理？ | 材质里关于3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木...怎么说？ | 用户问题或报价参数命中主题：3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木（费用收的白蜡木的价格） | 用户问题或报价参数命中来源标题：售后设计问题总结260102,当报价请求命中“3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木（费用收的白蜡木的价格）”且所需字段齐全时，报价明细应体现对应加价/补差/折减/公式；字段不足时必须先转 precheck。,新增报价回归：输入包含“3).问题：材质下错，应该是白蜡木的，设计师下成了白橡木（费用收...”和完整字段，断言报价明细包含该规则；再测缺字段时不直接出正式报价。
landing-rule-0994,data-point-0994,no,54,P0-影响安全/安装,接入报价前追问/拦截,precheck_quote:safety_or_install_gate,柜体,5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现场开孔 ●原因：柜体灯带只需要用到一个插座，客户留了仨，后续想改到背板上，但前期未提需求，导致电位跟书柜层板有冲突。 ●如何避免：涉及灯带电位的柜体，建议设计师提前询问客户是否有插座移,售后设计问题总结2510,11,product_or_category | wall_or_install_condition,售后设计问题总结2510有什么要求？ | 5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现场开孔 ●原因：柜体灯带只需要用到一个插座，客户留了仨，后续想改到背板上，但前期未提需求，导致电位跟书柜层板有冲突。 ●如何避免：涉及灯带电位的柜体，建议设计师提前询问客户是否有插座移怎么处理？ | 柜体里关于5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现...怎么说？ | 用户问题或报价参数命中主题：5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现场开孔 ●原因：柜体灯带只需要用到一个插... | 用户问题或报价参数命中来源标题：售后设计问题总结2510,当报价请求命中“5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现场开孔 ●原因：柜体灯带只需...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“5).问题：沟通中忽略了电源孔位导致电源正对层板，不能现场开孔...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0786,data-point-0786,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床榻,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷,售后设计问题总结2508,16,product_or_category,售后设计问题总结2508有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷怎么处理？ | 床榻里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观... | 用户问题或报价参数命中来源标题：售后设计问题总结2508,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0964,data-point-0964,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床榻,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不,售后设计问题总结2506,16,product_or_category,售后设计问题总结2506有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不怎么处理？ | 床榻里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，... | 用户问题或报价参数命中来源标题：售后设计问题总结2506,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0979,data-point-0979,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床榻,2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全打开 ●原因：没有把窗台石这种细节考虑上，su没有画上窗台石尺寸，在设计挡条的时候就没有考虑窗台石的避让。 ●如何避免：建议大家给涉及家具安装区域的地方，例如窗台石、管道、窗帘盒、中央,售后设计问题总结2508,10,product_or_category | material | wall_or_install_condition,售后设计问题总结2508有什么要求？ | 2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全打开 ●原因：没有把窗台石这种细节考虑上，su没有画上窗台石尺寸，在设计挡条的时候就没有考虑窗台石的避让。 ●如何避免：建议大家给涉及家具安装区域的地方，例如窗台石、管道、窗帘盒、中央怎么处理？ | 床榻里关于2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全...怎么说？ | 用户问题或报价参数命中主题：2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全打开 ●原因：没有把窗台石这种细节考虑上... | 用户问题或报价参数命中来源标题：售后设计问题总结2508,当报价请求命中“2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全打开 ●原因：没有把窗台石这...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“2）.设计问题：窗台岩板凸出，导致床右侧两个盖板不能完全打开 ●...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-1379,data-point-1379,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床榻,1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷家乐的报错功能。前框架左右竖称宽度不够，无法安装五金件。和设计 沟通改成左右1,售后设计问题总结2603,9,product_or_category | width | wall_or_install_condition,售后设计问题总结2603有什么要求？ | 1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷家乐的报错功能。前框架左右竖称宽度不够，无法安装五金件。和设计 沟通改成左右1怎么处理？ | 床榻里关于1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如... | 用户问题或报价参数命中来源标题：售后设计问题总结2603,当报价请求命中“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0313,data-point-0313,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷家乐的报错功能。结构不合理，经沟通改成后面是框架的 衣杆标准最小间距是40 内,售后设计问题总结260102,29,product_or_category | material | door_type,售后设计问题总结260102有什么要求？ | 1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷家乐的报错功能。结构不合理，经沟通改成后面是框架的 衣杆标准最小间距是40 内怎么处理？ | 柜体里关于1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册内容。 ●如... | 用户问题或报价参数命中来源标题：售后设计问题总结260102,当报价请求命中“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型时，没有及时查询手册...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师搭建模型...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0749,data-point-0749,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不,售后设计问题总结2503,16,product_or_category | length,售后设计问题总结2503有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不怎么处理？ | 柜体里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，... | 用户问题或报价参数命中来源标题：售后设计问题总结2503,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0760,data-point-0760,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客户不接受 ● 原因：没有按照U型空间的要求预留挡边条；U型柜体为一整个柜体，侧面需要按要求添加档条，图2右侧小柜体需要和墙体外 侧齐平，且不能突出，相当于右侧靠墙，但由于右侧为柜门且不,售后设计问题总结2505,7,product_or_category | wall_or_install_condition,售后设计问题总结2505有什么要求？ | 2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客户不接受 ● 原因：没有按照U型空间的要求预留挡边条；U型柜体为一整个柜体，侧面需要按要求添加档条，图2右侧小柜体需要和墙体外 侧齐平，且不能突出，相当于右侧靠墙，但由于右侧为柜门且不怎么处理？ | 柜体里关于2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客...怎么说？ | 用户问题或报价参数命中主题：2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客户不接受 ● 原因：没有按照U型空间的要... | 用户问题或报价参数命中来源标题：售后设计问题总结2505,当报价请求命中“2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客户不接受 ● 原因：没有按照...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“2).问题：柜腿凸出墙面1公分多，简美造型凸出3公分，客户不接受...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0796,data-point-0796,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书柜不能靠墙，正好有2组书柜没有做背板， 离墙缝隙比较大 ●原因：书柜有背板更换到无背板方案时，忽略了原本为U型柜体预留的挡条，未去掉挡条更改柜体尺寸，导致无背板书柜后 方有明显空隙。,售后设计问题总结2510,9,product_or_category | wall_or_install_condition,售后设计问题总结2510有什么要求？ | 3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书柜不能靠墙，正好有2组书柜没有做背板， 离墙缝隙比较大 ●原因：书柜有背板更换到无背板方案时，忽略了原本为U型柜体预留的挡条，未去掉挡条更改柜体尺寸，导致无背板书柜后 方有明显空隙。怎么处理？ | 柜体里关于3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书...怎么说？ | 用户问题或报价参数命中主题：3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书柜不能靠墙，正好有2组书柜没有做背板，... | 用户问题或报价参数命中来源标题：售后设计问题总结2510,当报价请求命中“3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书柜不能靠墙，正好有2组书柜没...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“3）.问题：L型书柜拐角处设计了一根收口条，导致有一侧书柜不能靠...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0798,data-point-0798,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不,售后设计问题总结2510,17,product_or_category,售后设计问题总结2510有什么要求？ | 1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不怎么处理？ | 柜体里关于1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但... | 用户问题或报价参数命中来源标题：售后设计问题总结2510,当报价请求命中“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0807,data-point-0807,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体,1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；遇到特殊柜体搭 建时，没有及时查询手册。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能,售后设计问题总结2512,9,product_or_category,售后设计问题总结2512有什么要求？ | 1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；遇到特殊柜体搭 建时，没有及时查询手册。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能怎么处理？ | 柜体里关于1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但... | 用户问题或报价参数命中来源标题：售后设计问题总结2512,当报价请求命中“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0925,data-point-0925,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,配件,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，突然转su画图，没有参考手册标准画图。 ●如何避免：画图时均可对照手册建模，不能太依赖酷家乐的报错功能。排骨架效果图和标准不符，1320尺寸应做一块排骨架 吊,售后设计问题总结250102,28,product_or_category,售后设计问题总结250102有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，突然转su画图，没有参考手册标准画图。 ●如何避免：画图时均可对照手册建模，不能太依赖酷家乐的报错功能。排骨架效果图和标准不符，1320尺寸应做一块排骨架 吊怎么处理？ | 配件里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，突然转su画图... | 用户问题或报价参数命中来源标题：售后设计问题总结250102,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合标准的模型会报错，突...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时不符合...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0987,data-point-0987,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,配件,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷,售后设计问题总结2509,17,product_or_category,售后设计问题总结2509有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷怎么处理？ | 配件里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观... | 用户问题或报价参数命中来源标题：售后设计问题总结2509,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0470,data-point-0470,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不,售后设计问题总结2511,19,product_or_category | material | door_type,售后设计问题总结2511有什么要求？ | 1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不怎么处理？ | 门板里关于1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但... | 用户问题或报价参数命中来源标题：售后设计问题总结2511,当报价请求命中“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建模时大部分不符合标准...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册，工艺结构 ●原因：设计师酷家乐建...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-1327,data-point-1327,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手,售后设计问题总结2505,18,product_or_category,售后设计问题总结2505有什么要求？ | 1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转su画图时，没有参考手册标准画图，无法及时发现错误；手册内 容更新后没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手怎么处理？ | 门板里关于1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师酷家乐建模时不符合标准的模型会报错，转s... | 用户问题或报价参数命中来源标题：售后设计问题总结2505,当报价请求命中“1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师酷家乐建模时不符合标准的模型...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册/工艺结构 ●原因：设计师酷家乐建...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-1339,data-point-1339,no,34,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,门板,1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷,售后设计问题总结2507,23,product_or_category | door_type,售后设计问题总结2507有什么要求？ | 1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观细节没办法报错，需要自己检查；手册内容更新后 没有查看依旧按之前的标准。 ●如何避免：手册更新后需及时查看，画图时均可对照手册建模，不能太依赖酷怎么处理？ | 门板里关于1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模...怎么说？ | 用户问题或报价参数命中主题：1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，但是一些外观... | 用户问题或报价参数命中来源标题：售后设计问题总结2507,当报价请求命中“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分不符合标准的会报错，...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“1）.问题：不符合设计标准手册 ●原因：设计师酷家乐建模时大部分...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-0957,data-point-0957,no,31,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,床榻,2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：在图纸完成后，仔细检查备注栏、图纸、客户需求和手册中需要备注的点。备注没有提玻璃是哪种玻璃，没有配效果图。 从其他订单中找到效果图，和设计确认是,售后设计问题总结2505,19,product_or_category | length | quote_note,售后设计问题总结2505有什么要求？ | 2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：在图纸完成后，仔细检查备注栏、图纸、客户需求和手册中需要备注的点。备注没有提玻璃是哪种玻璃，没有配效果图。 从其他订单中找到效果图，和设计确认是怎么处理？ | 床榻里关于2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前...怎么说？ | 用户问题或报价参数命中主题：2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：... | 用户问题或报价参数命中来源标题：售后设计问题总结2505,当报价请求命中“2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-1016,data-point-1016,no,31,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,床榻,2）.问题：漏标注/备注/图纸,售后设计问题总结260102,30,product_or_category | door_type | quote_note,售后设计问题总结260102有什么要求？ | 2）.问题：漏标注/备注/图纸怎么处理？ | 床榻里关于2）.问题：漏标注/备注/图纸怎么说？ | 用户问题或报价参数命中主题：2）.问题：漏标注/备注/图纸 | 用户问题或报价参数命中来源标题：售后设计问题总结260102,当报价请求命中“2）.问题：漏标注/备注/图纸”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“2）.问题：漏标注/备注/图纸”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
landing-rule-1311,data-point-1311,no,31,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,床榻,2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：在图纸完成后，仔细检查备注栏、图纸、客户需求和手册中需要备注的点。 床排骨架客户要无缝隙的，没有备注 有特殊 要求一样要备注最后确定的是做成拼框,售后设计问题总结2503,17,product_or_category | quote_note,售后设计问题总结2503有什么要求？ | 2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：在图纸完成后，仔细检查备注栏、图纸、客户需求和手册中需要备注的点。 床排骨架客户要无缝隙的，没有备注 有特殊 要求一样要备注最后确定的是做成拼框怎么处理？ | 床榻里关于2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前...怎么说？ | 用户问题或报价参数命中主题：2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。 ●如何避免：... | 用户问题或报价参数命中来源标题：售后设计问题总结2503,当报价请求命中“2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需标注信息是否遗漏。...”且缺少必要条件、备注或尺寸边界时，先追问/拦截，不进入正式报价金额计算。,新增 precheck 回归：输入包含“2）.问题：漏标注/备注 ●原因：设计师不够仔细，下单前未检查需...”但缺关键字段或越界，断言返回追问/拦截原因且不生成正式报价。
